,연도,일시,측정소,PM2.5,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
162,4,01-16 18:00,논산,0.12,0.3807266982622433,0.8397222222222223,0.0537084398976982,0.0,0.496
163,4,01-16 19:00,논산,0.088,0.3617693522906793,0.8622222222222222,0.0306905370843989,0.0,0.544
164,4,01-16 20:00,논산,0.08,0.334913112164297,0.8258333333333334,0.0230179028132992,0.0,0.663
165,4,01-16 21:00,논산,0.084,0.3238546603475514,0.0,0.0025575447570332,0.0,0.7100000000000001
166,4,01-16 22:00,논산,0.1,0.306477093206951,0.0,0.0051150895140664,0.0,0.787
167,4,01-16 23:00,논산,0.08,0.3001579778830964,0.2272222222222222,0.0230179028132992,0.0,0.807
168,4,01-17 00:00,논산,0.12,0.2954186413902054,0.1094444444444444,0.0434782608695652,0.0,0.805
169,4,01-17 01:00,논산,0.172,0.2906793048973144,0.0,0.0025575447570332,0.0,0.86
170,4,01-17 02:00,논산,0.164,0.2859399684044234,0.0,0.0076726342710997,0.0,0.8770000000000001
171,4,01-17 03:00,논산,0.136,0.282780410742496,0.0,0.0051150895140664,0.0,0.887
172,4,01-17 04:00,논산,0.108,0.2748815165876777,0.3277777777777778,0.0204603580562659,0.0,0.887
173,4,01-17 05:00,논산,0.128,0.2701421800947867,0.0,0.0076726342710997,0.0,0.89
174,4,01-17 06:00,논산,0.116,0.2685624012638231,0.1094444444444444,0.0204603580562659,0.0,0.888
175,4,01-17 07:00,논산,0.18,0.311216429699842,0.0,0.0025575447570332,0.0,0.8320000000000001
176,4,01-17 08:00,논산,0.252,0.3459715639810427,0.7125,0.0179028132992327,0.0,0.7320000000000001
177,4,01-17 09:00,논산,0.24,0.3838862559241706,0.9086111111111111,0.0332480818414322,0.0,0.511
178,4,01-17 10:00,논산,0.168,0.39652448657188,0.7158333333333333,0.0511508951406649,0.0,0.455
179,4,01-17 11:00,논산,0.06,0.4123222748815166,0.6852777777777778,0.0613810741687979,0.0,0.3909999999999999
180,4,01-17 12:00,논산,0.04,0.4233807266982622,0.6269444444444444,0.0537084398976982,0.0,0.373
181,4,01-17 13:00,논산,0.068,0.4407582938388626,0.8025,0.0869565217391304,0.0,0.304
182,4,01-17 14:00,논산,0.06,0.4502369668246446,0.7808333333333334,0.0588235294117647,0.0,0.325
183,4,01-17 15:00,논산,0.076,0.4296998420221169,0.8244444444444445,0.0997442455242966,0.0,0.368
184,4,01-17 16:00,논산,0.068,0.3996840442338073,0.8358333333333333,0.0843989769820971,0.0,0.426
185,4,01-17 17:00,논산,0.052,0.377567140600316,0.8388888888888889,0.0562659846547314,0.0,0.49
186,4,01-17 18:00,논산,0.008,0.3601895734597157,0.8405555555555556,0.0818414322250639,0.0,0.533
187,4,01-17 19:00,논산,0.02,0.3380726698262243,0.9197222222222224,0.0306905370843989,0.0,0.613
188,4,01-17 20:00,논산,0.012,0.325434439178515,0.0,0.0102301790281329,0.0,0.6639999999999999
189,4,01-17 21:00,논산,0.048,0.315955766192733,0.3683333333333333,0.0179028132992327,0.0,0.7270000000000001
190,4,01-17 22:00,논산,0.04,0.3048973143759874,0.1936111111111111,0.0179028132992327,0.0,0.792
191,4,01-17 23:00,논산,0.068,0.3080568720379147,0.0,0.0076726342710997,0.0,0.793
192,4,01-21 00:00,논산,0.056,0.3791469194312796,0.5641666666666667,0.0179028132992327,0.0,0.935
193,4,01-21 01:00,논산,0.072,0.3759873617693523,0.675,0.0204603580562659,0.0,0.941
194,4,01-21 02:00,논산,0.076,0.3696682464454977,0.9008333333333334,0.0204603580562659,0.0,0.942
195,4,01-21 03:00,논산,0.048,0.3507109004739336,0.6172222222222222,0.0230179028132992,0.0,0.957
196,4,01-21 04:00,논산,0.012,0.3380726698262243,0.6833333333333333,0.0230179028132992,0.0,0.952
197,4,01-21 05:00,논산,0.044,0.3617693522906793,0.5938888888888889,0.0306905370843989,0.0,0.7150000000000001
198,4,01-21 06:00,논산,0.052,0.3601895734597157,0.8397222222222223,0.0127877237851662,0.0,0.699
199,4,01-21 07:00,논산,0.068,0.368088467614534,0.8344444444444444,0.0537084398976982,0.0,0.883
200,4,01-21 08:00,논산,0.072,0.3712480252764613,0.6161111111111112,0.0281329923273657,0.0056818181818181,0.901
201,4,01-21 09:00,논산,0.096,0.3791469194312796,0.6547222222222222,0.0460358056265984,0.0,0.8989999999999999
202,4,01-21 10:00,논산,0.092,0.39652448657188,0.78,0.0946291560102301,0.0,0.75
203,4,01-21 11:00,논산,0.148,0.3981042654028436,0.8094444444444444,0.1278772378516624,0.0,0.689
204,4,01-21 12:00,논산,0.184,0.406003159557662,0.8158333333333333,0.0946291560102301,0.0,0.733
205,4,01-21 13:00,논산,0.18,0.4075829383886256,0.7894444444444444,0.1176470588235294,0.0,0.6489999999999999
206,4,01-21 14:00,논산,0.18,0.4044233807266983,0.8705555555555555,0.0895140664961636,0.0,0.721
207,4,01-21 15:00,논산,0.184,0.406003159557662,0.8091666666666667,0.1125319693094629,0.0,0.601
208,4,01-21 16:00,논산,0.16,0.3886255924170616,0.836388888888889,0.0664961636828644,0.0,0.607
209,4,01-21 17:00,논산,0.136,0.3838862559241706,0.8455555555555555,0.0971867007672634,0.0,0.594
210,4,01-21 18:00,논산,0.12,0.3791469194312796,0.7913888888888888,0.0409207161125319,0.0,0.627
211,4,01-21 19:00,논산,0.12,0.382306477093207,0.7794444444444445,0.0511508951406649,0.0,0.616
212,4,01-21 20:00,논산,0.124,0.3759873617693523,0.8747222222222222,0.0332480818414322,0.0,0.645
213,4,01-21 21:00,논산,0.128,0.377567140600316,0.6613888888888889,0.0204603580562659,0.0,0.648
214,4,01-21 22:00,논산,0.128,0.3744075829383886,0.0111111111111111,0.0127877237851662,0.0,0.689
215,4,01-21 23:00,논산,0.088,0.3744075829383886,0.0,0.0102301790281329,0.0,0.6839999999999999
216,4,01-22 00:00,논산,0.076,0.3744075829383886,0.9158333333333334,0.0179028132992327,0.0,0.668
217,4,01-22 01:00,논산,0.124,0.3696682464454977,0.0,0.0076726342710997,0.0,0.678
218,4,01-22 02:00,논산,0.108,0.368088467614534,0.3316666666666667,0.0127877237851662,0.0,0.7150000000000001
219,4,01-22 03:00,논산,0.1,0.368088467614534,0.0,0.0076726342710997,0.0,0.687
220,4,01-22 04:00,논산,0.072,0.368088467614534,0.4036111111111111,0.0127877237851662,0.0,0.6809999999999999
221,4,01-22 05:00,논산,0.088,0.368088467614534,0.0,0.0051150895140664,0.0,0.6839999999999999
222,4,01-22 06:00,논산,0.112,0.3570300157977883,0.0,0.0102301790281329,0.0,0.767
223,4,01-22 07:00,논산,0.116,0.3696682464454977,0.7713888888888889,0.0127877237851662,0.0,0.756
224,4,01-22 08:00,논산,0.148,0.3981042654028436,0.7911111111111112,0.0383631713554987,0.0,0.5700000000000001
225,4,01-22 09:00,논산,0.148,0.4139020537124803,0.8519444444444444,0.0920716112531969,0.0,0.515
226,4,01-22 10:00,논산,0.112,0.4107424960505529,0.8300000000000001,0.0946291560102301,0.0,0.453
227,4,01-22 11:00,논산,0.048,0.4249605055292259,0.7675000000000001,0.0767263427109974,0.0,0.413
228,4,01-22 12:00,논산,0.052,0.4218009478672986,0.8383333333333334,0.1074168797953964,0.0,0.339
229,4,01-22 13:00,논산,0.048,0.4249605055292259,0.7780555555555556,0.1074168797953964,0.0,0.328
230,4,01-22 14:00,논산,0.044,0.4218009478672986,0.7713888888888889,0.1048593350383631,0.0,0.351
231,4,01-22 15:00,논산,0.056,0.4139020537124803,0.8647222222222223,0.1023017902813299,0.0,0.328
232,4,01-22 16:00,논산,0.024,0.377567140600316,0.8961111111111112,0.0818414322250639,0.0,0.299
233,4,01-22 17:00,논산,0.004,0.3522906793048973,0.8291666666666667,0.0588235294117647,0.0,0.393
234,4,01-22 18:00,논산,0.004,0.3270142180094787,0.8208333333333334,0.0306905370843989,0.0,0.539
235,4,01-22 19:00,논산,0.004,0.3222748815165877,0.1197222222222222,0.0230179028132992,0.0,0.5619999999999999
236,4,01-22 20:00,논산,0.016,0.3143759873617693,0.3647222222222223,0.0306905370843989,0.0,0.642
237,4,01-22 21:00,논산,0.02,0.3175355450236967,0.3430555555555555,0.0306905370843989,0.0,0.5750000000000001
238,4,01-22 22:00,논산,0.036,0.3238546603475514,0.1252777777777778,0.0179028132992327,0.0,0.6809999999999999
239,4,01-22 23:00,논산,0.04,0.315955766192733,0.851111111111111,0.0204603580562659,0.0,0.708
240,4,01-26 00:00,논산,0.032,0.2496050552922591,0.0,0.0076726342710997,0.0,0.876
241,4,01-26 01:00,논산,0.044,0.244865718799368,0.2519444444444444,0.0230179028132992,0.0,0.878
242,4,01-26 02:00,논산,0.048,0.2369668246445497,0.0,0.0076726342710997,0.0,0.883
243,4,01-26 03:00,논산,0.036,0.2290679304897314,0.26,0.0127877237851662,0.0,0.886
244,4,01-26 04:00,논산,0.028,0.2180094786729857,0.1033333333333333,0.0127877237851662,0.0,0.879
245,4,01-26 05:00,논산,0.036,0.2290679304897314,0.1941666666666666,0.0230179028132992,0.0,0.87
246,4,01-26 06:00,논산,0.044,0.2353870458135861,0.0,0.0102301790281329,0.0,0.87
247,4,01-26 07:00,논산,0.064,0.2796208530805687,0.1411111111111111,0.0230179028132992,0.0,0.8350000000000001
248,4,01-26 08:00,논산,0.136,0.306477093206951,0.8847222222222223,0.0179028132992327,0.0,0.756
249,4,01-26 09:00,논산,0.128,0.3570300157977883,0.5902777777777778,0.0588235294117647,0.0,0.609
250,4,01-26 10:00,논산,0.112,0.377567140600316,0.6775,0.0920716112531969,0.0,0.5409999999999999
251,4,01-26 11:00,논산,0.188,0.3902053712480253,0.7152777777777778,0.0639386189258312,0.0,0.606
252,4,01-26 12:00,논산,0.068,0.406003159557662,0.6463888888888889,0.0690537084398977,0.0,0.5700000000000001
253,4,01-26 13:00,논산,0.04,0.3933649289099526,0.14,0.0511508951406649,0.0,0.685
254,4,01-26 14:00,논산,0.044,0.4186413902053713,0.8352777777777778,0.1176470588235294,0.0,0.434
255,4,01-26 15:00,논산,0.04,0.4123222748815166,0.8480555555555557,0.1099744245524296,0.0,0.419
256,4,01-26 16:00,논산,0.052,0.3807266982622433,0.7558333333333335,0.0613810741687979,0.0,0.528
257,4,01-26 17:00,논산,0.004,0.3617693522906793,0.7691666666666667,0.0562659846547314,0.0,0.592
258,4,01-26 18:00,논산,0.004,0.344391785150079,0.8758333333333334,0.0511508951406649,0.0,0.622
